band_prefix,band_suffix,band_n,sex,territory,year,month,day,presence_absence
,,,female,1,2016,5,24,NA
,,,female,1,2016,5,24,NA
2661,76536,266176536,male,1,2016,5,24,1
2661,76536,266176536,male,1,2016,5,24,1
2661,76536,266176536,male,1,2016,6,1,1
2661,76536,266176536,male,1,2016,6,1,1
,,,female,1,2016,6,1,0
,,,female,1,2016,6,1,0
2661,76536,266176536,male,1,2016,6,7,1
2661,76536,266176536,male,1,2016,6,7,1
,,,female,1,2016,6,7,0
,,,female,1,2016,6,7,0
2661,76536,266176536,male,1,2016,6,12,1
2661,76536,266176536,male,1,2016,6,12,1
,,,female,1,2016,6,12,0
,,,female,1,2016,6,12,0
2661,76536,266176536,male,1,2016,6,19,1
,,,female,1,2016,6,19,0
2661,76536,266176536,male,1,2016,6,19,0
,,,female,1,2016,6,19,0
2661,76536,266176536,male,1,2016,6,24,1
2661,76536,266176536,male,1,2016,6,24,1
,,,female,1,2016,6,24,0
,,,female,1,2016,6,24,0
2661,76536,266176536,male,1,2016,6,25,1
,,,female,1,2016,6,25,1
2661,76536,266176536,male,1,2016,6,25,1
,,,female,1,2016,6,25,1
,,,female,1,2016,6,26,NA
2661,76536,266176536,male,1,2016,6,26,1
2661,76536,266176536,male,1,2016,7,6,0
,,,female,1,2016,7,6,0
2661,76536,266176536,male,1,2016,7,6,0
,,,female,1,2016,7,6,0
,,,female,1,2016,7,13,NA
2661,76536,266176536,male,1,2016,7,13,1
2661,76536,266176536,male,1,2016,7,13,0
,,,female,1,2016,7,13,0
,,,female,1,2016,7,22,NA
2661,76536,266176536,male,1,2016,7,22,1
2661,76536,266176536,male,1,2016,7,22,1
,,,female,1,2016,7,22,0
2661,76526,266176526,male,2,2016,3,28,1
,,,female,2,2016,3,28,0
,,,female,2,2016,3,30,NA
2661,76526,266176526,male,2,2016,3,30,1
2661,76526,266176526,male,2,2016,3,31,1
,,,female,2,2016,3,31,0
2661,76526,266176526,male,2,2016,4,2,1
,,,female,2,2016,4,2,0
2661,76526,266176526,male,2,2016,4,7,1
,,,female,2,2016,4,7,0
2661,76526,266176526,male,2,2016,4,11,1
,,,female,2,2016,4,11,0
2661,76526,266176526,male,2,2016,4,16,1
,,,female,2,2016,4,16,0
2661,76526,266176526,male,2,2016,4,19,1
,,,female,2,2016,4,19,0
,,,female,2,2016,4,26,NA
2661,76526,266176526,male,2,2016,4,26,1
,,,female,2,2016,4,27,NA
2661,76526,266176526,male,2,2016,4,27,1
2661,76526,266176526,male,2,2016,4,29,1
,,,female,2,2016,4,29,0
2661,76526,266176526,male,2,2016,5,5,1
,,,female,2,2016,5,5,0
2661,76526,266176526,male,2,2016,5,10,1
,,,female,2,2016,5,10,0
2661,76526,266176526,male,2,2016,5,17,1
,,,female,2,2016,5,17,0
,,,female,2,2016,5,22,NA
2661,76526,266176526,male,2,2016,5,22,1
2661,76526,266176526,male,2,2016,5,28,1
,,,female,2,2016,5,28,0
2661,76526,266176526,male,2,2016,6,2,1
,,,female,2,2016,6,2,0
2661,76526,266176526,male,2,2016,6,7,1
,,,female,2,2016,6,7,0
2661,76526,266176526,male,2,2016,6,12,1
,,,female,2,2016,6,12,0
2661,76526,266176526,male,2,2016,6,19,1
,,,female,2,2016,6,19,0
2661,76526,266176526,male,2,2016,6,29,1
,,,female,2,2016,6,29,0
2661,76526,266176526,male,2,2016,7,6,1
,,,female,2,2016,7,6,0
,,,female,2,2016,7,12,NA
2661,76526,266176526,male,2,2016,7,12,1
,,,female,2,2016,7,21,NA
2661,76526,266176526,male,2,2016,7,21,1
2661,76535,266176535,male,3,2016,3,28,1
2661,76574,266176574,female,3,2016,3,28,0
2661,76535,266176535,male,3,2016,3,30,NA
2661,76574,266176574,female,3,2016,3,30,1
2661,76574,266176574,female,3,2016,4,2,NA
2661,76535,266176535,male,3,2016,4,2,1
2661,76535,266176535,male,3,2016,4,9,1
2661,76574,266176574,female,3,2016,4,9,1
2661,76535,266176535,male,3,2016,4,10,1
2661,76574,266176574,female,3,2016,4,10,1
2661,76535,266176535,male,3,2016,4,11,1
2661,76574,266176574,female,3,2016,4,11,1
2661,76535,266176535,male,3,2016,4,16,1
2661,76574,266176574,female,3,2016,4,16,1
2661,76535,266176535,male,3,2016,4,21,NA
2661,76574,266176574,female,3,2016,4,21,1
2661,76535,266176535,male,3,2016,4,26,1
2661,76574,266176574,female,3,2016,4,26,1
2661,76535,266176535,male,3,2016,4,27,1
2661,76574,266176574,female,3,2016,4,27,1
2661,76535,266176535,male,3,2016,4,30,NA
2661,76574,266176574,female,3,2016,4,30,NA
2661,76535,266176535,male,3,2016,5,5,1
2661,76574,266176574,female,3,2016,5,5,1
2661,76535,266176535,male,3,2016,5,6,1
2661,76574,266176574,female,3,2016,5,6,1
2661,76535,266176535,male,3,2016,5,13,1
2661,76574,266176574,female,3,2016,5,13,1
2661,76535,266176535,male,3,2016,5,13,1
2661,76574,266176574,female,3,2016,5,13,1
2661,76535,266176535,male,3,2016,5,17,1
2661,76535,266176535,male,3,2016,5,17,1
2661,76574,266176574,female,3,2016,5,17,0
2661,76574,266176574,female,3,2016,5,17,0
2661,76535,266176535,male,3,2016,5,29,1
2661,76574,266176574,female,3,2016,5,29,0
2661,76535,266176535,male,3,2016,5,NA,1
2661,76574,266176574,female,3,2016,5,NA,1
2661,76535,266176535,male,3,2016,6,3,1
2661,76574,266176574,female,3,2016,6,3,1
2661,76535,266176535,male,3,2016,6,9,1
2661,76574,266176574,female,3,2016,6,9,1
2661,76535,266176535,male,3,2016,6,11,1
2661,76574,266176574,female,3,2016,6,11,1
2661,76574,266176574,female,3,2016,6,16,1
2661,76535,266176535,male,3,2016,6,16,0
2661,76574,266176574,female,3,2016,6,24,1
2661,76535,266176535,male,3,2016,6,24,0
2661,76574,266176574,female,3,2016,7,6,1
2661,76535,266176535,male,3,2016,7,6,0
2661,76535,266176535,male,3,2016,7,13,1
2661,76574,266176574,female,3,2016,7,13,1
2431,85215,243185215,female,4,2016,3,28,NA
2431,85291,243185291,male,4,2016,3,28,1
2431,85215,243185215,female,4,2016,3,30,NA
2431,85291,243185291,male,4,2016,3,30,1
2431,85291,243185291,male,4,2016,4,2,1
2431,85215,243185215,female,4,2016,4,2,1
2431,85291,243185291,male,4,2016,4,7,1
2431,85215,243185215,female,4,2016,4,7,1
2431,85215,243185215,female,4,2016,4,9,NA
2431,85291,243185291,male,4,2016,4,9,1
2431,85291,243185291,male,4,2016,4,10,NA
2431,85215,243185215,female,4,2016,4,10,1
2431,85291,243185291,male,4,2016,4,16,1
2431,85215,243185215,female,4,2016,4,16,1
2431,85291,243185291,male,4,2016,4,18,1
2431,85215,243185215,female,4,2016,4,18,1
2431,85291,243185291,male,4,2016,4,19,1
2431,85215,243185215,female,4,2016,4,19,1
2431,85291,243185291,male,4,2016,4,24,1
2431,85215,243185215,female,4,2016,4,24,1
2431,85291,243185291,male,4,2016,5,5,1
2431,85215,243185215,female,4,2016,5,5,1
2431,85291,243185291,male,4,2016,5,8,1
2431,85215,243185215,female,4,2016,5,8,1
2431,85291,243185291,male,4,2016,5,11,1
2431,85215,243185215,female,4,2016,5,11,1
2431,85291,243185291,male,4,2016,5,15,1
2431,85215,243185215,female,4,2016,5,15,1
2431,85291,243185291,male,4,2016,5,16,1
2431,85215,243185215,female,4,2016,5,16,1
2431,85291,243185291,male,4,2016,5,21,1
2431,85215,243185215,female,4,2016,5,21,1
2431,85291,243185291,male,4,2016,5,26,1
2431,85215,243185215,female,4,2016,5,26,0
2431,85291,243185291,male,4,2016,6,3,1
2431,85215,243185215,female,4,2016,6,3,1
2431,85291,243185291,male,4,2016,6,6,1
2431,85215,243185215,female,4,2016,6,6,1
2431,85291,243185291,male,4,2016,6,9,1
2431,85215,243185215,female,4,2016,6,9,1
2431,85291,243185291,male,4,2016,6,16,1
2431,85215,243185215,female,4,2016,6,16,1
2431,85291,243185291,male,4,2016,6,18,1
2431,85215,243185215,female,4,2016,6,18,1
2431,85291,243185291,male,4,2016,6,24,1
2431,85215,243185215,female,4,2016,6,24,1
2431,85291,243185291,male,4,2016,7,6,1
2431,85215,243185215,female,4,2016,7,6,1
2431,85291,243185291,male,4,2016,7,12,1
2431,85215,243185215,female,4,2016,7,12,1
2431,85291,243185291,male,4,2016,7,20,1
2431,85215,243185215,female,4,2016,7,20,1
2431,85164,243185164,male,5,2016,3,28,1
2431,85243,243185243,female,5,2016,3,28,1
2431,85164,243185164,male,5,2016,3,30,NA
2431,85243,243185243,female,5,2016,3,30,NA
2431,85164,243185164,male,5,2016,4,2,1
2431,85243,243185243,female,5,2016,4,2,1
2431,85164,243185164,male,5,2016,4,8,1
2431,85243,243185243,female,5,2016,4,8,1
2431,85243,243185243,female,5,2016,4,9,NA
2431,85164,243185164,male,5,2016,4,9,1
2431,85164,243185164,male,5,2016,4,10,1
2431,85243,243185243,female,5,2016,4,10,1
2431,85164,243185164,male,5,2016,4,14,NA
2431,85243,243185243,female,5,2016,4,14,NA
2431,85164,243185164,male,5,2016,4,17,1
2431,85243,243185243,female,5,2016,4,17,1
2431,85164,243185164,male,5,2016,4,18,1
2431,85243,243185243,female,5,2016,4,18,1
2431,85164,243185164,male,5,2016,4,27,1
2431,85243,243185243,female,5,2016,4,27,1
2431,85164,243185164,male,5,2016,5,5,1
2431,85243,243185243,female,5,2016,5,5,1
2431,85164,243185164,male,5,2016,5,6,1
2431,85243,243185243,female,5,2016,5,6,1
2431,85164,243185164,male,5,2016,5,7,1
2431,85243,243185243,female,5,2016,5,7,1
2431,85243,243185243,female,5,2016,5,11,1
2431,85164,243185164,male,5,2016,5,11,0
2431,85164,243185164,male,5,2016,5,14,1
2431,85243,243185243,female,5,2016,5,14,1
2431,85164,243185164,male,5,2016,5,17,1
2431,85243,243185243,female,5,2016,5,17,1
2431,85164,243185164,male,5,2016,5,21,1
2431,85243,243185243,female,5,2016,5,21,0
2431,85243,243185243,female,5,2016,5,22,NA
2431,85164,243185164,male,5,2016,5,22,1
2431,85164,243185164,male,5,2016,5,23,1
2431,85243,243185243,female,5,2016,5,23,1
2431,85164,243185164,male,5,2016,5,28,1
2431,85243,243185243,female,5,2016,5,28,1
2431,85164,243185164,male,5,2016,6,7,1
2431,85243,243185243,female,5,2016,6,7,1
2431,85164,243185164,male,5,2016,6,10,1
2431,85243,243185243,female,5,2016,6,10,1
2431,85243,243185243,female,5,2016,6,12,1
2431,85164,243185164,male,5,2016,6,12,0
2431,85164,243185164,male,5,2016,6,16,NA
2431,85243,243185243,female,5,2016,6,16,NA
2431,85164,243185164,male,5,2016,6,20,1
2431,85243,243185243,female,5,2016,6,20,1
2431,85164,243185164,male,5,2016,6,25,1
2431,85243,243185243,female,5,2016,6,25,1
2431,85164,243185164,male,5,2016,7,6,1
2431,85243,243185243,female,5,2016,7,6,1
2431,85243,243185243,female,5,2016,7,13,1
2431,85164,243185164,male,5,2016,7,13,0
2431,85164,243185164,male,5,2016,7,20,1
2431,85243,243185243,female,5,2016,7,20,0
2431,85243,243185243,female,5,2016,7,21,1
2431,85164,243185164,male,5,2016,7,21,0
2431,85140,243185140,male,6,2016,3,27,1
2431,85481,243185481,female,6,2016,3,27,0
2431,85140,243185140,male,6,2016,3,28,1
2431,85481,243185481,female,6,2016,3,28,0
2431,85140,243185140,male,6,2016,4,2,1
2431,85481,243185481,female,6,2016,4,2,1
2431,85140,243185140,male,6,2016,4,7,1
2431,85481,243185481,female,6,2016,4,7,1
2431,85140,243185140,male,6,2016,4,9,1
2431,85481,243185481,female,6,2016,4,9,1
2431,85481,243185481,female,6,2016,4,11,NA
2431,85140,243185140,male,6,2016,4,11,1
2431,85140,243185140,male,6,2016,4,20,1
2431,85481,243185481,female,6,2016,4,20,1
2431,85140,243185140,male,6,2016,4,29,1
2431,85481,243185481,female,6,2016,4,29,0
2431,85140,243185140,male,6,2016,4,30,1
2431,85481,243185481,female,6,2016,4,30,1
2431,85140,243185140,male,6,2016,5,5,1
2431,85481,243185481,female,6,2016,5,5,1
2431,85140,243185140,male,6,2016,5,8,1
2431,85481,243185481,female,6,2016,5,8,1
2431,85140,243185140,male,6,2016,5,13,1
2431,85481,243185481,female,6,2016,5,13,1
2431,85140,243185140,male,6,2016,5,16,1
2431,85481,243185481,female,6,2016,5,16,1
2431,85140,243185140,male,6,2016,5,19,1
2431,85481,243185481,female,6,2016,5,19,1
2431,85140,243185140,male,6,2016,5,30,1
2431,85481,243185481,female,6,2016,5,30,0
2431,85140,243185140,male,6,2016,6,2,1
2431,85481,243185481,female,6,2016,6,2,1
2431,85140,243185140,male,6,2016,6,6,1
2431,85481,243185481,female,6,2016,6,6,1
2431,85140,243185140,male,6,2016,6,9,1
2431,85481,243185481,female,6,2016,6,9,1
2431,85140,243185140,male,6,2016,6,18,1
2431,85481,243185481,female,6,2016,6,18,1
2431,85481,243185481,female,6,2016,6,24,1
2431,85140,243185140,male,6,2016,6,24,0
2431,85140,243185140,male,6,2016,6,25,1
2431,85481,243185481,female,6,2016,6,25,0
2431,85481,243185481,female,6,2016,6,26,1
2431,85140,243185140,male,6,2016,6,26,0
2431,85140,243185140,male,6,2016,6,27,1
2431,85481,243185481,female,6,2016,6,27,1
2431,85140,243185140,male,6,2016,7,6,1
2431,85481,243185481,female,6,2016,7,6,1
2431,85140,243185140,male,6,2016,7,12,1
2431,85481,243185481,female,6,2016,7,12,0
2431,85140,243185140,male,6,2016,7,13,1
2431,85481,243185481,female,6,2016,7,13,1
2661,89497,266189497,male,7,2016,3,27,1
2661,89497,266189497,male,7,2016,3,29,1
2661,89497,266189497,male,7,2016,4,1,1
2661,89497,266189497,male,7,2016,4,7,1
2661,89497,266189497,male,7,2016,4,9,1
2661,89497,266189497,male,7,2016,4,9,1
2661,89497,266189497,male,7,2016,4,10,1
2661,89497,266189497,male,7,2016,4,19,1
2661,89497,266189497,male,7,2016,4,26,1
2661,89497,266189497,male,7,2016,4,29,1
2661,89497,266189497,male,7,2016,5,29,1
2661,89497,266189497,male,7,2016,6,3,1
2661,89497,266189497,male,7,2016,6,6,1
2661,89497,266189497,male,7,2016,6,15,1
2661,89497,266189497,male,7,2016,6,17,1
2661,89497,266189497,male,7,2016,6,22,1
2661,89497,266189497,male,7,2016,7,6,0
2661,89497,266189497,male,7,2016,7,13,0
2661,89497,266189497,male,7,2016,7,21,1
2431,85234,243185234,male,9,2016,4,29,1
2431,85234,243185234,male,9,2016,5,4,1
2431,85234,243185234,male,9,2016,5,10,1
2431,85234,243185234,male,9,2016,5,17,1
2431,85234,243185234,male,9,2016,5,21,1
2431,85234,243185234,male,9,2016,5,24,1
2431,85234,243185234,male,9,2016,5,29,1
2661,76557,266176557,male,10,2016,3,21,1
2661,76579,266176579,female,10,2016,3,21,0
2661,76557,266176557,male,10,2016,3,30,1
2661,76579,266176579,female,10,2016,3,30,1
2661,76557,266176557,male,10,2016,3,31,1
2661,76579,266176579,female,10,2016,3,31,1
2661,76557,266176557,male,10,2016,4,1,1
2661,76579,266176579,female,10,2016,4,1,1
2661,76557,266176557,male,10,2016,4,7,1
2661,76579,266176579,female,10,2016,4,7,1
2661,76557,266176557,male,10,2016,4,8,1
2661,76579,266176579,female,10,2016,4,8,1
2661,76557,266176557,male,10,2016,4,14,1
2661,76579,266176579,female,10,2016,4,14,1
2661,76557,266176557,male,10,2016,4,19,1
2661,76579,266176579,female,10,2016,4,19,1
2661,76557,266176557,male,10,2016,4,21,1
2661,76579,266176579,female,10,2016,4,21,1
2661,76557,266176557,male,10,2016,4,22,1
2661,76579,266176579,female,10,2016,4,22,1
2661,76557,266176557,male,10,2016,5,5,1
2661,76579,266176579,female,10,2016,5,5,1
2661,76557,266176557,male,10,2016,5,12,NA
2661,76579,266176579,female,10,2016,5,12,1
2661,76557,266176557,male,10,2016,5,23,1
2661,76579,266176579,female,10,2016,5,23,1
2661,76557,266176557,male,10,2016,5,27,1
2661,76579,266176579,female,10,2016,5,27,1
2661,76557,266176557,male,10,2016,5,31,1
2661,76579,266176579,female,10,2016,5,31,1
2661,76557,266176557,male,10,2016,6,1,1
2661,76579,266176579,female,10,2016,6,1,1
2661,76557,266176557,male,10,2016,6,6,1
2661,76579,266176579,female,10,2016,6,6,1
2661,76557,266176557,male,10,2016,6,17,1
2661,76579,266176579,female,10,2016,6,17,1
2661,76557,266176557,male,10,2016,6,18,1
2661,76579,266176579,female,10,2016,6,18,0
2661,76557,266176557,male,10,2016,6,24,1
2661,76579,266176579,female,10,2016,6,24,0
2661,76557,266176557,male,10,2016,6,25,1
2661,76579,266176579,female,10,2016,6,25,0
2661,76557,266176557,male,10,2016,7,6,NA
2661,76579,266176579,female,10,2016,7,6,0
2661,76579,266176579,female,10,2016,7,7,1
2661,76557,266176557,male,10,2016,7,7,0
2661,76557,266176557,male,10,2016,7,20,1
2661,76579,266176579,female,10,2016,7,20,1
2661,76557,266176557,male,10,2016,8,2,1
2661,76579,266176579,female,10,2016,8,2,1
2661,76603,266176603,male,11,2016,3,27,1
2431,85348,243185348,female,11,2016,3,27,1
2661,76603,266176603,male,11,2016,3,29,1
2431,85348,243185348,female,11,2016,3,29,1
2431,85348,243185348,female,11,2016,3,30,NA
2661,76603,266176603,male,11,2016,3,30,1
2661,76603,266176603,male,11,2016,3,31,1
2431,85348,243185348,female,11,2016,3,31,1
2661,76603,266176603,male,11,2016,4,7,1
2431,85348,243185348,female,11,2016,4,7,1
2661,76603,266176603,male,11,2016,4,8,1
2431,85348,243185348,female,11,2016,4,8,1
2661,76603,266176603,male,11,2016,4,10,NA
2431,85348,243185348,female,11,2016,4,10,1
2661,76603,266176603,male,11,2016,4,16,1
2431,85348,243185348,female,11,2016,4,16,1
2661,76603,266176603,male,11,2016,4,19,1
2431,85348,243185348,female,11,2016,4,19,1
2661,76603,266176603,male,11,2016,4,21,1
2431,85348,243185348,female,11,2016,4,21,1
2661,76603,266176603,male,11,2016,5,10,1
2431,85348,243185348,female,11,2016,5,10,1
2431,85348,243185348,female,11,2016,5,14,1
2661,76603,266176603,male,11,2016,5,14,0
2661,76603,266176603,male,11,2016,5,16,1
2431,85348,243185348,female,11,2016,5,16,1
2661,76603,266176603,male,11,2016,5,19,1
2431,85348,243185348,female,11,2016,5,19,1
2661,76603,266176603,male,11,2016,5,23,1
2431,85348,243185348,female,11,2016,5,23,1
2661,76603,266176603,male,11,2016,5,26,1
2431,85348,243185348,female,11,2016,5,26,1
2661,76603,266176603,male,11,2016,6,17,1
2431,85348,243185348,female,11,2016,6,17,1
2661,76603,266176603,male,11,2016,6,20,1
2431,85348,243185348,female,11,2016,6,20,0
2661,76603,266176603,male,11,2016,6,22,1
2431,85348,243185348,female,11,2016,6,22,0
2661,76603,266176603,male,11,2016,6,23,1
2431,85348,243185348,female,11,2016,6,23,1
2661,76603,266176603,male,11,2016,6,25,1
2431,85348,243185348,female,11,2016,6,25,1
2661,76603,266176603,male,11,2016,6,27,1
2431,85348,243185348,female,11,2016,6,27,0
2661,76603,266176603,male,11,2016,6,28,NA
2431,85348,243185348,female,11,2016,6,28,1
2661,76603,266176603,male,11,2016,6,30,1
2431,85348,243185348,female,11,2016,6,30,0
2661,76603,266176603,male,11,2016,7,5,NA
2431,85348,243185348,female,11,2016,7,5,1
2661,76603,266176603,male,11,2016,7,6,1
2431,85348,243185348,female,11,2016,7,6,1
2431,85348,243185348,female,11,2016,7,12,1
2661,76603,266176603,male,11,2016,7,12,0
2431,85234,243185234,male,9A,2016,3,27,1
2261,89242,226189242,female,9A,2016,3,27,0
2261,89242,226189242,female,9A,2016,3,28,NA
2431,85234,243185234,male,9A,2016,3,28,1
2261,89242,226189242,female,9A,2016,3,29,NA
2431,85234,243185234,male,9A,2016,3,29,1
2431,85234,243185234,male,9A,2016,4,1,1
2261,89242,226189242,female,9A,2016,4,1,1
2431,85234,243185234,male,9A,2016,4,2,1
2261,89242,226189242,female,9A,2016,4,2,1
2431,85234,243185234,male,9A,2016,4,7,1
2261,89242,226189242,female,9A,2016,4,7,1
2431,85234,243185234,male,9A,2016,4,16,NA
2261,89242,226189242,female,9A,2016,4,16,NA
2431,85234,243185234,male,9A,2016,4,26,1
2261,89242,226189242,female,9A,2016,4,26,1
2261,89242,226189242,female,9A,2016,4,29,NA
2661,89497,266189497,male,9A,2016,4,29,1
2661,89497,266189497,male,9A,2016,4,30,1
2261,89242,226189242,female,9A,2016,4,30,1
2661,89497,266189497,male,9A,2016,5,6,1
2261,89242,226189242,female,9A,2016,5,6,0
2261,89242,226189242,female,9A,2016,5,10,1
2661,89497,266189497,male,9A,2016,5,10,0
2661,89497,266189497,male,9A,2016,5,15,1
2261,89242,226189242,female,9A,2016,5,15,1
2661,89497,266189497,male,9A,2016,5,16,1
2261,89242,226189242,female,9A,2016,5,16,1
2661,89497,266189497,male,9A,2016,5,20,1
2261,89242,226189242,female,9A,2016,5,20,1
2661,89497,266189497,male,9A,2016,5,21,1
2261,89242,226189242,female,9A,2016,5,21,1
2661,89497,266189497,male,9A,2016,5,22,1
2261,89242,226189242,female,9A,2016,5,22,1
2661,89497,266189497,male,9A,2016,5,24,1
2261,89242,226189242,female,9A,2016,5,24,1
2261,89242,226189242,female,9A,2016,5,29,NA
2431,85234,243185234,male,9A,2016,5,29,1
2431,85234,243185234,male,9A,2016,6,1,1
2261,89242,226189242,female,9A,2016,6,1,1
2431,85234,243185234,male,9A,2016,6,3,1
2261,89242,226189242,female,9A,2016,6,3,1
2431,85234,243185234,male,9A,2016,6,6,1
2261,89242,226189242,female,9A,2016,6,6,1
2431,85234,243185234,male,9A,2016,6,7,1
2261,89242,226189242,female,9A,2016,6,7,1
2261,89242,226189242,female,9A,2016,6,10,NA
2431,85234,243185234,male,9A,2016,6,10,1
2261,89242,226189242,female,9A,2016,6,17,1
2431,85234,243185234,male,9A,2016,6,17,0
2431,85234,243185234,male,9A,2016,6,18,1
2261,89242,226189242,female,9A,2016,6,18,1
2431,85234,243185234,male,9A,2016,7,6,NA
2261,89242,226189242,female,9A,2016,7,6,1
2261,89242,226189242,female,9A,2016,7,12,1
2431,85234,243185234,male,9A,2016,7,12,0
2431,85234,234185234,male,9B,2016,3,27,NA
2341,85197,234185197,female,9B,2016,3,27,1
2431,85234,234185234,male,9B,2016,3,29,NA
2341,85197,234185197,female,9B,2016,3,29,1
2341,85197,234185197,female,9B,2016,4,2,NA
2431,85234,234185234,male,9B,2016,4,2,1
2431,85234,234185234,male,9B,2016,4,7,NA
2341,85197,234185197,female,9B,2016,4,7,1
2341,85197,234185197,female,9B,2016,4,8,1
2431,85234,234185234,male,9B,2016,4,8,0
2431,85234,234185234,male,9B,2016,4,10,1
2341,85197,234185197,female,9B,2016,4,10,1
2431,85234,234185234,male,9B,2016,4,14,1
2341,85197,234185197,female,9B,2016,4,14,1
2431,85234,234185234,male,9B,2016,4,16,1
2341,85197,234185197,female,9B,2016,4,16,1
2341,85197,234185197,female,9B,2016,4,17,NA
2661,76643,266176643,male,9B,2016,4,17,1
2341,85197,234185197,female,9B,2016,4,18,NA
2661,76643,266176643,male,9B,2016,4,18,1
2661,76643,266176643,male,9B,2016,4,19,1
2341,85197,234185197,female,9B,2016,4,19,1
2661,76643,266176643,male,9B,2016,4,20,1
2341,85197,234185197,female,9B,2016,4,20,1
2661,76643,266176643,male,9B,2016,4,30,1
2341,85197,234185197,female,9B,2016,4,30,1
2661,76643,266176643,male,9B,2016,5,10,1
2341,85197,234185197,female,9B,2016,5,10,1
2661,76643,266176643,male,9B,2016,5,21,1
2341,85197,234185197,female,9B,2016,5,21,1
2661,76643,266176643,male,9B,2016,5,22,1
2341,85197,234185197,female,9B,2016,5,22,1
2661,76643,266176643,male,9B,2016,5,23,1
2341,85197,234185197,female,9B,2016,5,23,1
2661,76643,266176643,male,9B,2016,5,24,1
2341,85197,234185197,female,9B,2016,5,24,0
2661,76643,266176643,male,9B,2016,6,2,1
2341,85197,234185197,female,9B,2016,6,2,1
2661,76643,266176643,male,9B,2016,6,7,1
2341,85197,234185197,female,9B,2016,6,7,1
2341,85197,234185197,female,9B,2016,6,10,1
2661,76643,266176643,male,9B,2016,6,10,0
2661,76643,266176643,male,9B,2016,6,16,1
2341,85197,234185197,female,9B,2016,6,16,1
2661,76643,266176643,male,9B,2016,6,21,1
2341,85197,234185197,female,9B,2016,6,21,1
2341,85197,234185197,female,9B,2016,7,13,NA
2661,76643,266176643,male,9B,2016,7,13,1
2341,85197,234185197,female,9B,2016,7,21,NA
2661,76643,266176643,male,9B,2016,7,21,1
2661,76643,266176643,male,9B,2016,7,22,1
2341,85197,234185197,female,9B,2016,7,22,1
2431,85044,234185044,male,1,2014,4,11,1
2431,85325,243185325,female,1,2014,4,11,1
2431,85044,234185044,male,1,2014,4,15,1
2431,85325,243185325,female,1,2014,4,15,1
2431,85044,234185044,male,1,2014,4,23,1
2431,85325,243185325,female,1,2014,4,23,1
2431,85044,234185044,male,1,2014,5,5,1
2431,85325,243185325,female,1,2014,5,5,1
2431,85044,234185044,male,1,2014,5,8,NA
2431,85325,243185325,female,1,2014,5,8,1
2431,85044,234185044,male,1,2014,5,12,1
2431,85325,243185325,female,1,2014,5,12,1
2431,85044,234185044,male,1,2014,5,22,1
2431,85325,243185325,female,1,2014,5,22,1
2431,85044,234185044,male,1,2014,5,23,NA
2431,85325,243185325,female,1,2014,5,23,1
2431,85044,234185044,male,1,2014,6,8,1
2431,85325,243185325,female,1,2014,6,8,1
2431,85044,234185044,male,1,2014,6,15,1
2431,85325,243185325,female,1,2014,6,15,0
2431,85044,234185044,male,1,2014,6,25,1
2431,85325,243185325,female,1,2014,6,25,1
2431,85044,234185044,male,1,2014,7,7,1
2431,85325,243185325,female,1,2014,7,7,1
2431,85044,234185044,male,1,2014,7,14,1
2431,85325,243185325,female,1,2014,7,14,0
2431,85325,243185325,female,1,2014,7,24,1
2431,85044,234185044,male,1,2014,7,24,0
2431,85391,243185391,male,2,2014,4,15,1
2431,85498,243185498,female,2,2014,4,15,1
2431,85391,243185391,male,2,2014,4,23,1
2431,85498,243185498,female,2,2014,4,23,0
2431,85391,243185391,male,2,2014,4,29,1
2431,85498,243185498,female,2,2014,4,29,0
2431,85391,243185391,male,2,2014,4,30,NA
2431,85498,243185498,female,2,2014,4,30,1
2431,85391,243185391,male,2,2014,5,1,1
2431,85498,243185498,female,2,2014,5,1,1
2431,85391,243185391,male,2,2014,5,6,1
2431,85498,243185498,female,2,2014,5,6,1
2431,85391,243185391,male,2,2014,5,11,1
2431,85498,243185498,female,2,2014,5,11,0
2431,85391,243185391,male,2,2014,5,18,1
2431,85498,243185498,female,2,2014,5,18,1
2431,85391,243185391,male,2,2014,5,28,1
2431,85498,243185498,female,2,2014,5,28,1
2431,85391,243185391,male,2,2014,6,3,1
2431,85498,243185498,female,2,2014,6,3,0
2431,85498,243185498,female,2,2014,6,7,NA
2431,85391,243185391,male,2,2014,6,7,1
2431,85391,243185391,male,2,2014,6,10,1
2431,85498,243185498,female,2,2014,6,10,1
2431,85391,243185391,male,2,2014,6,16,1
2431,85498,243185498,female,2,2014,6,16,1
2431,85391,243185391,male,2,2014,6,19,1
2431,85498,243185498,female,2,2014,6,19,1
2431,85391,243185391,male,2,2014,6,25,NA
2431,85498,243185498,female,2,2014,6,25,NA
2431,85391,243185391,male,2,2014,6,26,1
2431,85498,243185498,female,2,2014,6,26,1
2431,85498,243185498,female,2,2014,7,5,NA
2431,85391,243185391,male,2,2014,7,5,1
2431,85391,243185391,male,2,2014,7,6,1
2431,85498,243185498,female,2,2014,7,6,1
2431,85391,243185391,male,2,2014,7,9,1
2431,85498,243185498,female,2,2014,7,9,0
2431,85391,243185391,male,2,2014,7,15,1
2431,85498,243185498,female,2,2014,7,15,0
2431,85391,243185391,male,2,2014,7,24,1
